sku,name,nature,category,brand,sale_price,location,min_stock,barcode,unit,notes
733905562730,Acuvue Oasys -2.50,PRODUCTO_STOCKEABLE,Lente de contacto,Acuvue Oasys,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7662@2026-08-03
733905562754,Acuvue Oasys -3.00,PRODUCTO_STOCKEABLE,Lente de contacto,Acuvue Oasys,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7628@2026-08-03
733905562761,Acuvue Oasys -3.25,PRODUCTO_STOCKEABLE,Lente de contacto,Acuvue Oasys,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7600@2026-08-03
733905562778,Acuvue Oasys -3.50,PRODUCTO_STOCKEABLE,Lente de contacto,Acuvue Oasys,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7609@2026-08-03
733905562785,Acuvue Oasys -3.75,PRODUCTO_STOCKEABLE,Lente de contacto,Acuvue Oasys,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7620@2026-08-03
733905562792,Acuvue Oasys -4.00,PRODUCTO_STOCKEABLE,Lente de contacto,Acuvue Oasys,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7695@2026-08-03
733905562808,Acuvue Oasys -4.25,PRODUCTO_STOCKEABLE,Lente de contacto,Acuvue Oasys,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7659@2026-08-03
733905562815,Acuvue Oasys -4.50,PRODUCTO_STOCKEABLE,Lente de contacto,Acuvue Oasys,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7624@2026-08-03
733905562839,Acuvue Oasys -5.00,PRODUCTO_STOCKEABLE,Lente de contacto,Acuvue Oasys,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7614@2026-08-03
733905562846,Acuvue Oasys -5.25,PRODUCTO_STOCKEABLE,Lente de contacto,Acuvue Oasys,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7663@2026-08-03
733905562860,Acuvue Oasys Hydraclear -5.75,PRODUCTO_STOCKEABLE,Lente de contacto,Acuvue Oasys,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7687@2026-08-03
733905562877,Acuvue Oasys -6.00,PRODUCTO_STOCKEABLE,Lente de contacto,Acuvue Oasys,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7632@2026-08-03
733905562891,Acuvue Oasys -7.00,PRODUCTO_STOCKEABLE,Lente de contacto,Acuvue Oasys,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7459@2026-08-03
733905577130,1 Day Acuvue Moist -1.25,PRODUCTO_STOCKEABLE,Lente de contacto,Acuvue Moist,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7491@2026-08-03
733905577147,Acuvue Moist 1 Day -1.50,PRODUCTO_STOCKEABLE,Lente de contacto,1 Day Acuvue Moist,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#957@2026-08-10
733905577307,1 DAY ACUVUE MOIST -5.50,PRODUCTO_STOCKEABLE,Lente de contacto,Acuvue Moist,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7549@2026-08-03
733905670800,Acuvue Oasys Astigmatismo -2.75 -1.25 a 180º,PRODUCTO_STOCKEABLE,Lente de contacto,Acuvue Oasys Astigmatismo,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#946@2026-08-10
733905673320,ACVUVUE OASYS +0.00 -1.75 180,PRODUCTO_STOCKEABLE,Lente de contacto,Acuvue Oasys,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7574@2026-08-03
73390577147,1 Day Acuvue Moist -1.50,PRODUCTO_STOCKEABLE,Lente de contacto,Acuvue Moist,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7511@2026-08-03
733905810015,Acuvue 2 -0.50,PRODUCTO_STOCKEABLE,Lente de contacto,Acuvue 2,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#952@2026-08-10
733905810039,Acuvue 2 -0.75,PRODUCTO_STOCKEABLE,Lente de contacto,Acuvue 2,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#922@2026-08-10
733905810053,Acuvue 2 -1.00,PRODUCTO_STOCKEABLE,Lente de contacto,Acuvue 2,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#923@2026-08-10
733905810077,Acuvue 2 -1.25,PRODUCTO_STOCKEABLE,Lente de contacto,Acuvue 2,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7690@2026-08-03 | PILAR=P2 - Inventario.xlsx#924@2026-08-10
733905810091,Acuvue 2 -1.50,PRODUCTO_STOCKEABLE,Lente de contacto,Acuvue 2,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7698@2026-08-03 | PILAR=P2 - Inventario.xlsx#925@2026-08-10
733905810114,Acuvue 2  -1.75,PRODUCTO_STOCKEABLE,Lente de contacto,Acuvue 2,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#920@2026-08-10
733905810138,Acuvue 2 -2.00,PRODUCTO_STOCKEABLE,Lente de contacto,Acuvue 2,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#930@2026-08-10
733905810152,Acuvue 2 -2.25,PRODUCTO_STOCKEABLE,Lente de contacto,Acuvue 2,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#933@2026-08-10
733905810176,Acuvue 2 -2.50,PRODUCTO_STOCKEABLE,Lente de contacto,Acuvue 2,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#898@2026-08-10
733905810183,Acuvue 2 +2.50,PRODUCTO_STOCKEABLE,Lente de contacto,Acuvue 2,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7531@2026-08-03
733905810190,Acuvue 2 -2.75,PRODUCTO_STOCKEABLE,Lente de contacto,Acuvue 2,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7484@2026-08-03 | PILAR=P2 - Inventario.xlsx#886@2026-08-10
733905810213,Acuvue 2 -3.00,PRODUCTO_STOCKEABLE,Lente de contacto,Acuvue 2,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#909@2026-08-10
733905810237,Acuvue 2 -3.25,PRODUCTO_STOCKEABLE,Lente de contacto,Acuvue 2,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#934@2026-08-10
733905810251,Acuvue 2 -3.50,PRODUCTO_STOCKEABLE,Lente de contacto,,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7508@2026-08-03 | PILAR=P2 - Inventario.xlsx#890@2026-08-10
733905810275,Acuvue 2 -3.75,PRODUCTO_STOCKEABLE,Lente de contacto,Acuvue 2,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#885@2026-08-10
733905810299,Acuvue 2 -4.00,PRODUCTO_STOCKEABLE,Lente de contacto,Acuvue 2,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#929@2026-08-10
733905810312,Acuvue2 -4.25,PRODUCTO_STOCKEABLE,Lente de contacto,Acuvue 2,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#919@2026-08-10
733905810336,Acuvue 2 -4.50,PRODUCTO_STOCKEABLE,Lente de contacto,Acuvue 2,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#927@2026-08-10
733905810350,Acuvue 2 -4.75,PRODUCTO_STOCKEABLE,Lente de contacto,Acuvue 2,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#926@2026-08-10
733905810374,Acuvue 2  -5.00,PRODUCTO_STOCKEABLE,Lente de contacto,Acuvue 2,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#884@2026-08-10
733905810398,Acuvue -5.25,PRODUCTO_STOCKEABLE,Lente de contacto,Acuvue 2,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#928@2026-08-10
733905810411,Acuvue2 -5.50,PRODUCTO_STOCKEABLE,Lente de contacto,Acuvue 2,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#903@2026-08-10
733905810435,Acuvue 2 -5.75,PRODUCTO_STOCKEABLE,Lente de contacto,Acuvue 2,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7764@2026-08-03 | PILAR=P2 - Inventario.xlsx#932@2026-08-10
733905810459,Acuvue 2 -6.00,PRODUCTO_STOCKEABLE,Lente de contacto,Acuvue 2,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#931@2026-08-10
733905810480,ACUVUE 2 +6.50,PRODUCTO_STOCKEABLE,Lente de contacto,Acuvue 2,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7747@2026-08-03
733905810503,ACUVUE 2 +7.00,PRODUCTO_STOCKEABLE,Lente de contacto,Acuvue 2,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7745@2026-08-03
733905810510,ACUVUE 2 -7.50,PRODUCTO_STOCKEABLE,Lente de contacto,Acuvue 2,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#950@2026-08-10
733905810596,Acuvue 2 -9.50,PRODUCTO_STOCKEABLE,Lente de contacto,Acuvue 2,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#958@2026-08-10
733905810619,Acuvue2 -10.00,PRODUCTO_STOCKEABLE,Lente de contacto,Acuvue 2,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#905@2026-08-10
733905810695,Acuvue 2 -12,PRODUCTO_STOCKEABLE,Lente de contacto,Acuvue 2,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7586@2026-08-03
733905992858,Acuvue Vita -4.50,PRODUCTO_STOCKEABLE,Lente de contacto,Acuvue Vita,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7760@2026-08-03
733905992872,Acuvue Vita -4,PRODUCTO_STOCKEABLE,Lente de contacto,Acuvue Vita,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7565@2026-08-03
733905992926,Acuvue Vita -2.75,PRODUCTO_STOCKEABLE,Lente de contacto,Acuvue Vita,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7560@2026-08-03
733905992957,Acuvue Vita -2,PRODUCTO_STOCKEABLE,Lente de contacto,Acuvue Vita,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7558@2026-08-03 | PILAR=P2 - Inventario.xlsx#961@2026-08-10
733905992964,Acuvue Vita -1.75,PRODUCTO_STOCKEABLE,Lente de contacto,Acuvue Vita,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7557@2026-08-03 | PILAR=P2 - Inventario.xlsx#960@2026-08-10
733905992971,Acuvue Vita -1.50,PRODUCTO_STOCKEABLE,Lente de contacto,Acuvue Vita,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7556@2026-08-03
733905992995,Acuvue Vita -1,PRODUCTO_STOCKEABLE,Lente de contacto,Acuvue Vita,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7554@2026-08-03 | PILAR=P2 - Inventario.xlsx#959@2026-08-10
733905993077,ACUVUE VITA +1.75,PRODUCTO_STOCKEABLE,Lente de contacto,Acuvue Vita,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7580@2026-08-03
733905993169,Acvue Vita +4,PRODUCTO_STOCKEABLE,Lente de contacto,Acuvue Vita,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7585@2026-08-03
73395577239,1-Day Acuvue Moist -3.75,PRODUCTO_STOCKEABLE,Lente de contacto,Acuvue Moist,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7528@2026-08-03
7841134010342,Acuatears 10ml,PRODUCTO_STOCKEABLE,Líquidos Multipropósitos,Eticos,,,,,UNIDAD,variante en ASUNCION (PC - Inventario.xlsx fila 8402): Acuatear  10ml || origen: ASUNCION=PC - Inventario.xlsx#8402@2026-08-03 | PILAR=P2 - Inventario.xlsx#1029@2026-08-10
785810979967,Soflens +4.00,PRODUCTO_STOCKEABLE,Lente de contacto,Soflens,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#921@2026-08-10
785810980147,Soflens -2.75,PRODUCTO_STOCKEABLE,Lente de contacto,Soflens,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7594@2026-08-03
7909023005630,COLOR VISION Blue (Azul),PRODUCTO_STOCKEABLE,Lente de contacto,Color Vision,,,,,UNIDAD,variante en PILAR (P2 - Inventario.xlsx fila 899): Blue (Azul) || origen: ASUNCION=PC - Inventario.xlsx#7671@2026-08-03 | PILAR=P2 - Inventario.xlsx#899@2026-08-10
7909023006392,COLOR VISION Gray (Gris),PRODUCTO_STOCKEABLE,Lente de contacto,Color Vision,,,,,UNIDAD,variante en ASUNCION (PC - Inventario.xlsx fila 7673): Gray (Gris) || origen: ASUNCION=PC - Inventario.xlsx#7673@2026-08-03 | PILAR=P2 - Inventario.xlsx#901@2026-08-10
7909023006415,Gray +0.50,PRODUCTO_STOCKEABLE,Lente de contacto,Color Vision,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#942@2026-08-10
7909023006491,Gray +2.50,PRODUCTO_STOCKEABLE,Lente de contacto,Color Vision,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#943@2026-08-10
7909023006804,Color Vision Gray -1.50,PRODUCTO_STOCKEABLE,Lente de contacto,Color Vision,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7781@2026-08-03
7909023006965,COLOR VISION GRAY -5.50,PRODUCTO_STOCKEABLE,Lente de contacto,Color Vision,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7524@2026-08-03
7909023007153,Color vision Dark Gray +0.00,PRODUCTO_STOCKEABLE,Lente de contacto,Color Vision,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7463@2026-08-03 | PILAR=P2 - Inventario.xlsx#955@2026-08-10
7909023007894,Hazel (Color Avellana),PRODUCTO_STOCKEABLE,Lente de contacto,Color Vision,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7672@2026-08-03
7909023008587,COLOR VISION Green (Verde),PRODUCTO_STOCKEABLE,Lente de contacto,Color Vision,,,,,UNIDAD,variante en ASUNCION (PC - Inventario.xlsx fila 7674): Color Vision Green +0.00 || origen: ASUNCION=PC - Inventario.xlsx#7674@2026-08-03 | PILAR=P2 - Inventario.xlsx#900@2026-08-10
7909023008976,Color Vision Blue Gray,PRODUCTO_STOCKEABLE,Lente de contacto,Color Vision,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#956@2026-08-10
7909023009850,ColorVision Green -6.00,PRODUCTO_STOCKEABLE,Lente de contacto,Color Vision,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7529@2026-08-03
829166960697,Biofinity Torico -2.00 -1.75 160º,PRODUCTO_STOCKEABLE,Lente de contacto,Biofinity Toric,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7541@2026-08-03
829196663093,Biofinity -2.50,PRODUCTO_STOCKEABLE,Lente de contacto,Biofinity,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7633@2026-08-03
829196663253,Biofinity -7.00,PRODUCTO_STOCKEABLE,Lente de contacto,Biofinity,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7618@2026-08-03
829196959073,Biofinity -1.50 -1.25 a 160º,PRODUCTO_STOCKEABLE,Lente de contacto,Biofinity,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7634@2026-08-03
829196965753,Biofinity Toric -3.75 -1.75 180º,PRODUCTO_STOCKEABLE,Lente de contacto,Biofinity Toric,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7774@2026-08-03 | PILAR=P2 - Inventario.xlsx#945@2026-08-10
829196966286,BIOFINITY TORIC -4.00 -1.25 X 170º,PRODUCTO_STOCKEABLE,Lente de contacto,Biofinity Toric,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7739@2026-08-03
829196968464,BIOFINITY TORIC -4.75 -1.75 010º,PRODUCTO_STOCKEABLE,Lente de contacto,Biofinity Toric,,,,,UNIDAD,variante en PILAR (P2 - Inventario.xlsx fila 935): -4.75 -1.75 010 || origen: ASUNCION=PC - Inventario.xlsx#7773@2026-08-03 | PILAR=P2 - Inventario.xlsx#935@2026-08-10
829196970795,Biofinity Toric -5.50,PRODUCTO_STOCKEABLE,Lente de contacto,Biofinity,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7645@2026-08-03
829196970801,Biofinity Toric -550 -225 010º,PRODUCTO_STOCKEABLE,Lente de contacto,Biofinity Toric,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#948@2026-08-10
829196970962,Biofinity Toric -550 -225 170º,PRODUCTO_STOCKEABLE,Lente de contacto,Biofinity Toric,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#941@2026-08-10
829196972126,BIOFINITY TORICO -6.00 -1.75 070º,PRODUCTO_STOCKEABLE,Lente de contacto,Biofinity Toric,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7786@2026-08-03
829196972768,Biofinity Toric -6.50,PRODUCTO_STOCKEABLE,Lente de contacto,Biofinity,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7644@2026-08-03
829196973581,BIOFINITY TORICO -7.00 -1.75 090º,PRODUCTO_STOCKEABLE,Lente de contacto,Biofinity Toric,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7785@2026-08-03
8431306012299,Avizor Alvera 100ml,PRODUCTO_STOCKEABLE,Líquidos Multipropósitos,Avizor,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#8411@2026-08-03
8431306061204,Lacrifresh Cleaning 15ml,PRODUCTO_STOCKEABLE,Líquidos Multipropósitos,Lacrifresh,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#8404@2026-08-03
8431306061259,Avizor Unica Sensitive 350ml,PRODUCTO_STOCKEABLE,Líquidos Multipropósitos,Unica Sensitive,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#8413@2026-08-03
8431306062119,Avizor  Unica Sensitive 100ml,PRODUCTO_STOCKEABLE,Líquidos Multipropósitos,Unica Sensitive,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#1028@2026-08-10
8431306067374,Lacrifresh Moisture 15ml,PRODUCTO_STOCKEABLE,Líquidos Multipropósitos,Avizor,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#1030@2026-08-10
846566835119,Air Optic Colors Pure HAZEL -0.00,PRODUCTO_STOCKEABLE,Lente de contacto,Air Optix Colors,,,,,UNIDAD,variante en ASUNCION (PC - Inventario.xlsx fila 7666): AIR OPTIX COLORS -0.00 PURE HAZEL || origen: ASUNCION=PC - Inventario.xlsx#7666@2026-08-03 | PILAR=P2 - Inventario.xlsx#937@2026-08-10
846566835560,Air Optix Colors Honey -0.00,PRODUCTO_STOCKEABLE,Lente de contacto,Air Optix Colors,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7481@2026-08-03
846566835911,AIR OPTIX COLORS GREEN +3,PRODUCTO_STOCKEABLE,Lente de contacto,Air Optix Colors,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7768@2026-08-03
846566836017,Air Optix Colors Green  -0.00,PRODUCTO_STOCKEABLE,Lente de contacto,Air Optix Colors,,,,,UNIDAD,variante en ASUNCION (PC - Inventario.xlsx fila 7665): AIR OPTIX COLORS -0.00 GREEN || origen: ASUNCION=PC - Inventario.xlsx#7665@2026-08-03 | PILAR=P2 - Inventario.xlsx#936@2026-08-10
846566836086,AIR OPTIX COLORS GREEN -1.75,PRODUCTO_STOCKEABLE,Lente de contacto,Air Optix Colors,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7771@2026-08-03
846566836208,AIR OPTIX COLORS GREEN -4.75,PRODUCTO_STOCKEABLE,Lente de contacto,Air Optix Colors,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7775@2026-08-03
846566836215,AIR OPTIX COLORS GREEN -5.00,PRODUCTO_STOCKEABLE,Lente de contacto,Air Optix Colors,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7738@2026-08-03
846566836918,Air Optix Colors Blue Neutro,PRODUCTO_STOCKEABLE,Lente de contacto,Air Optix Colors,,,,,UNIDAD,variante en ASUNCION (PC - Inventario.xlsx fila 7731): Air Optix Colors Blue || origen: ASUNCION=PC - Inventario.xlsx#7731@2026-08-03 | PILAR=P2 - Inventario.xlsx#953@2026-08-10
846566837816,AIR OPTIX COLORS -0.00 GRAY,PRODUCTO_STOCKEABLE,Lente de contacto,Air Optix Colors,,,,,UNIDAD,variante en PILAR (P2 - Inventario.xlsx fila 938): Air Optix Color Gray -0.00 || origen: ASUNCION=PC - Inventario.xlsx#7667@2026-08-03 | PILAR=P2 - Inventario.xlsx#938@2026-08-10
846566837830,AIR OPTIX COLORS GRAY -0.50,PRODUCTO_STOCKEABLE,Lente de contacto,Air Optix Colors,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7737@2026-08-03
846566838097,AIR OPTIX COLORS GRAY -8,PRODUCTO_STOCKEABLE,Lente de contacto,Air Optix Colors,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7579@2026-08-03
846566841776,Air Optix Colors Pure Hazel +2.25,PRODUCTO_STOCKEABLE,Lente de contacto,Air Optix Colors,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7670@2026-08-03
846566917471,Air Optix Hydraglyde -0.50,PRODUCTO_STOCKEABLE,Lente de contacto,Air Optix Hydraglyde,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7777@2026-08-03
846566917488,Air OptiX Hydra Glyde -0.75,PRODUCTO_STOCKEABLE,Lente de contacto,Air Optix Hydraglyde,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#915@2026-08-10
846566917495,Air Optix -1.00,PRODUCTO_STOCKEABLE,Lente de contacto,Air Optix Hydraglyde,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#887@2026-08-10
846566917501,Air Optix Hydraglyde -1.25,PRODUCTO_STOCKEABLE,Lente de contacto,Air Optix Hydraglyde,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7684@2026-08-03 | PILAR=P2 - Inventario.xlsx#897@2026-08-10
846566917518,Air OptiX Hydra Glyde -1.50,PRODUCTO_STOCKEABLE,Lente de contacto,Air Optix Hydraglyde,,,,,UNIDAD,variante en PILAR (P2 - Inventario.xlsx fila 891): Air Optix -1.50 || origen: ASUNCION=PC - Inventario.xlsx#7704@2026-08-03 | PILAR=P2 - Inventario.xlsx#891@2026-08-10
846566917525,Air Optix Hydraglyde -1.75,PRODUCTO_STOCKEABLE,Lente de contacto,Air Optix Hydraglyde,,,,,UNIDAD,variante en PILAR (P2 - Inventario.xlsx fila 914): Air Optix -1.75 || origen: ASUNCION=PC - Inventario.xlsx#7683@2026-08-03 | PILAR=P2 - Inventario.xlsx#914@2026-08-10
846566917532,Air Optix -2.00,PRODUCTO_STOCKEABLE,Lente de contacto,Air Optix Hydraglyde,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7696@2026-08-03 | PILAR=P2 - Inventario.xlsx#904@2026-08-10
846566917549,Air OptiX Hydra Glyde -2.25,PRODUCTO_STOCKEABLE,Lente de contacto,Air Optix Hydraglyde,,,,,UNIDAD,variante en PILAR (P2 - Inventario.xlsx fila 888): Air Optix -2.25 || origen: ASUNCION=PC - Inventario.xlsx#7703@2026-08-03 | PILAR=P2 - Inventario.xlsx#888@2026-08-10
846566917556,Air Optix Hydraglyde -2.50,PRODUCTO_STOCKEABLE,Lente de contacto,Air Optix Hydraglyde,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#911@2026-08-10
846566917563,Air Optix HydraGlyde -2.75,PRODUCTO_STOCKEABLE,Lente de contacto,Air Optix Hydraglyde,,,,,UNIDAD,variante en PILAR (P2 - Inventario.xlsx fila 913): Air Optix -2.75 || origen: ASUNCION=PC - Inventario.xlsx#7700@2026-08-03 | PILAR=P2 - Inventario.xlsx#913@2026-08-10
846566917570,Air OptiX Hydra Glyde -3.00,PRODUCTO_STOCKEABLE,Lente de contacto,Air Optix Hydraglyde,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7702@2026-08-03 | PILAR=P2 - Inventario.xlsx#916@2026-08-10
846566917587,Air Optix Hydraglyde -3.25,PRODUCTO_STOCKEABLE,Lente de contacto,Air Optix Hydraglyde,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7675@2026-08-03 | PILAR=P2 - Inventario.xlsx#896@2026-08-10
846566917594,Air OptiX Hydra Glyde -3.50,PRODUCTO_STOCKEABLE,Lente de contacto,Air Optix Hydraglyde,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7706@2026-08-03 | PILAR=P2 - Inventario.xlsx#918@2026-08-10
846566917600,Air Optix Hydraglyde -3.75,PRODUCTO_STOCKEABLE,Lente de contacto,Air Optix Hydraglyde,,,,,UNIDAD,variante en PILAR (P2 - Inventario.xlsx fila 908): Air Optix -3.75 || origen: ASUNCION=PC - Inventario.xlsx#7678@2026-08-03 | PILAR=P2 - Inventario.xlsx#908@2026-08-10
846566917617,Air Optix Hydraglyde -4.00,PRODUCTO_STOCKEABLE,Lente de contacto,Air Optix Hydraglyde,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#895@2026-08-10
846566917624,Air Optix Hydraglyde -4.25,PRODUCTO_STOCKEABLE,Lente de contacto,Air Optix Hydraglyde,,,,,UNIDAD,variante en PILAR (P2 - Inventario.xlsx fila 902): AIR OPTIX -4.25 || origen: ASUNCION=PC - Inventario.xlsx#7681@2026-08-03 | PILAR=P2 - Inventario.xlsx#902@2026-08-10
846566917648,Air OptiX Hydra Glyde -4.75,PRODUCTO_STOCKEABLE,Lente de contacto,Air Optix Hydraglyde,,,,,UNIDAD,variante en PILAR (P2 - Inventario.xlsx fila 907): Air Optix -4.75 || origen: ASUNCION=PC - Inventario.xlsx#7708@2026-08-03 | PILAR=P2 - Inventario.xlsx#907@2026-08-10
846566917655,Air Optix Hydraglyde -5.00,PRODUCTO_STOCKEABLE,Lente de contacto,Air Optix Hydraglyde,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#910@2026-08-10
846566917662,Air OptiX Hydra Glyde -5.25,PRODUCTO_STOCKEABLE,Lente de contacto,Air Optix Hydraglyde,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#7709@2026-08-03 | PILAR=P2 - Inventario.xlsx#917@2026-08-10
846566917679,Air OptiX Hydra Glyde -5.50,PRODUCTO_STOCKEABLE,Lente de contacto,Air Optix Hydraglyde,,,,,UNIDAD,variante en PILAR (P2 - Inventario.xlsx fila 906): Air Optix -5.50 || origen: ASUNCION=PC - Inventario.xlsx#7710@2026-08-03 | PILAR=P2 - Inventario.xlsx#906@2026-08-10
846566917686,Air OptiX Hydra Glyde -5.75,PRODUCTO_STOCKEABLE,Lente de contacto,Air Optix Hydraglyde,,,,,UNIDAD,variante en PILAR (P2 - Inventario.xlsx fila 894): Air Optix Hydraglyde -5.75 || origen: ASUNCION=PC - Inventario.xlsx#7711@2026-08-03 | PILAR=P2 - Inventario.xlsx#894@2026-08-10
