sku,name,nature,category,brand,sale_price,location,min_stock,barcode,unit,notes
ASU-107563,AC PAT FLEX TRANSPARENTE TR27001 54-17-143 C3,PRODUCTO_STOCKEABLE,Armazones,CG,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#850@2026-08-03
ASU-107565,AC PAT FLEX MARRON TF8604 54-17-142 C6,PRODUCTO_STOCKEABLE,Armazones,CG,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#837@2026-08-03
ASU-107566,AC PAT FLEX TRANSPARENTE TR27004 54-18-143 C3,PRODUCTO_STOCKEABLE,Armazones,CG,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#849@2026-08-03
ASU-107567,AC PAT FLEX NEGRO TR27028 54-16-145 C1,PRODUCTO_STOCKEABLE,Armazones,CG,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#847@2026-08-03
ASU-107568,AC PAT FLEX ROSA K9781 54-17-142 C.524,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#893@2026-08-03
ASU-107569,AC PAT FIJA NEGRO K9877 51-20-145 C.F200,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#91@2026-08-03
ASU-107570,AC PAT FLEX DORADO 25060 52-16-138 C.1,PRODUCTO_STOCKEABLE,Armazones,Graffiti,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#1050@2026-08-03
ASU-107571,AC PAT FLEX NEGRO K9811 53-15-143 C.201,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#920@2026-08-03
ASU-107572,AH PAT FLEX PLATEADO 25073 50-17-138 C.7,PRODUCTO_STOCKEABLE,Armazones,Graffiti,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#1048@2026-08-03
ASU-107573,AC PAT FIJA BORDO K9942 55-17-142 C.803,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#904@2026-08-03
ASU-107574,AC PAT FLEX BORDO RY92009 52-18-140 C2,PRODUCTO_STOCKEABLE,Armazones,CG,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#857@2026-08-03
ASU-107575,AC PAT FIJA ANIMAL PRINT XB2178 53-19-145 C7,PRODUCTO_STOCKEABLE,Armazones,CG,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#855@2026-08-03
ASU-107576,AC PAT FIJA ANIMAL PRINT XB2175 53-19-145 C6,PRODUCTO_STOCKEABLE,Armazones,CG,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#853@2026-08-03
ASU-107577,AC PAT FLEX MARRON RY92009 52-18-140 C4,PRODUCTO_STOCKEABLE,Armazones,CG,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#856@2026-08-03
ASU-107578,AC PAT FLEX TRANSPARENTE TR27025 54-16-144 C3,PRODUCTO_STOCKEABLE,Armazones,CG,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#851@2026-08-03
ASU-107579,AC PAT FLEX GRIS V1179 50-17-140 C.116,PRODUCTO_STOCKEABLE,Armazones,Vicrola,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#972@2026-08-03
ASU-107580,AC PAT FLEX TRANSPARENTE 89905 53-18-145 C6,PRODUCTO_STOCKEABLE,Armazones,CG,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#852@2026-08-03
ASU-107581,AH PAT FLEX GRIS V1359 52-17-140 C.529,PRODUCTO_STOCKEABLE,Armazones,Vicrola,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#957@2026-08-03
ASU-107582,AC PAT FLEX DORADO WK6986 54-17-143 C5,PRODUCTO_STOCKEABLE,Armazones,CG,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#839@2026-08-03
ASU-107583,AC PAT FLEX DORADO CTM8002 51-17-140 C2,PRODUCTO_STOCKEABLE,Armazones,CG,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#842@2026-08-03
ASU-107584,AC PAT FLEX DORADO K9670 53-19-145 C.519,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#938@2026-08-03
ASU-107585,AC PAT FIJA NEGRO K9912 53-18-147 C.200,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#928@2026-08-03
ASU-107586,AC PAT FLEX DORADO 25060 52-16-138 C.3,PRODUCTO_STOCKEABLE,Armazones,Graffiti,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#1052@2026-08-03
ASU-107587,AC PAT FLEX TRANSPARENTE V1202 51-18-140 C.19,PRODUCTO_STOCKEABLE,Armazones,Vicrola,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#990@2026-08-03
ASU-107588,AC PAT FLEX NEGRO K9773 54-15-140 C.502,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#925@2026-08-03
ASU-107589,AC PAT FLEX TRANSPARENTE H2963 49-16-135 C.612,PRODUCTO_STOCKEABLE,Armazones,Unicity,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#1009@2026-08-03
ASU-107590,AC PAT FLEX MARRON TR27030 54-17-143 C3,PRODUCTO_STOCKEABLE,Armazones,CG,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#861@2026-08-03
ASU-107591,AC PAT FLEX GRIS TR27001 54-17-143 C6,PRODUCTO_STOCKEABLE,Armazones,CG,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#859@2026-08-03
ASU-107593,AC PAT FLEX MARRON V1368 55-16-140 C.13,PRODUCTO_STOCKEABLE,Armazones,Vicrola,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#981@2026-08-03
ASU-107594,AC PAT FLEX MARRON K9786 55-16-140 C.28,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#907@2026-08-03
ASU-107595,AH PAT FLEX MARRON V1359 52-17-140 C.514,PRODUCTO_STOCKEABLE,Armazones,Vicrola,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#956@2026-08-03
ASU-107596,AC PAT FIJA NEGRO V1316 50-23-150 C.200,PRODUCTO_STOCKEABLE,Armazones,Vicrola,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#969@2026-08-03
ASU-107597,AC PAT FLEX DORADO V1404 53-17-135 C.118,PRODUCTO_STOCKEABLE,Armazones,Vicrola,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#960@2026-08-03
ASU-107599,AC PAT FLEX NEGRO V1206 49-19-140 C.224,PRODUCTO_STOCKEABLE,Armazones,Vicrola,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#967@2026-08-03
ASU-107600,AC PAT FLEX NEGRO V1289 53-16-142 C.502,PRODUCTO_STOCKEABLE,Armazones,Vicrola,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#965@2026-08-03
ASU-107601,AH PAT FLEX PLATEADO K9986 56-18-145 C.809,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#882@2026-08-03
ASU-107602,AC PAT FIJA NEGRO V1322 51-19-148 C.F200,PRODUCTO_STOCKEABLE,Armazones,Vicrola,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#968@2026-08-03
ASU-107603,AC PAT FLEX NEGRO H2962 49-16-135 C.613,PRODUCTO_STOCKEABLE,Armazones,Unicity,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#998@2026-08-03
ASU-107604,AC PAT FLEX MARRON K9956 48-23-145 C.810,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#934@2026-08-03
ASU-107605,AH PAT FLEX NEGRO V1359 52-17-140 C.502,PRODUCTO_STOCKEABLE,Armazones,Vicrola,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#952@2026-08-03
ASU-107606,AC PAT FLEX AZUL K9812 57-17-145 C.756,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#942@2026-08-03
ASU-107607,AC PAT FLEX ROSA LE2053 53-16-142 C.4,PRODUCTO_STOCKEABLE,Armazones,Graffiti,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#39@2026-08-03
ASU-107608,AC PAT FIJA NEGRO G7024 49-15-135 C.5,PRODUCTO_STOCKEABLE,Armazones,Graffiti,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#29@2026-08-03
ASU-107609,AC PAT FLEX ROJO K9994 56-16-142 C.803,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#1019@2026-08-03
ASU-107610,AC PAT FLEX AZUL K9989 54-17-142 C.809,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#913@2026-08-03
ASU-107611,AC PAT FLEX AZUL K9993 51-18-142 C.824,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#1031@2026-08-03
ASU-107612,AC PAT FIJA TRANSPARENTE K9839 54-16-143 C.26,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#950@2026-08-03
ASU-107613,AC PAT FLEX NEGRO K9996 53-20-142 C.813,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#1010@2026-08-03
ASU-107615,AC PAT FLEX GRIS H3754 52-19-140 C.317,PRODUCTO_STOCKEABLE,Armazones,Unicity,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#1038@2026-08-03
ASU-107616,AC PAT FLEX MARRON LE2038 53-16-142 C.2,PRODUCTO_STOCKEABLE,Armazones,Graffiti,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#38@2026-08-03
ASU-107617,AC PAT FIJA MARRON V1322 51-19-148 C.513,PRODUCTO_STOCKEABLE,Armazones,Vicrola,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#985@2026-08-03
ASU-107618,AC PAT FLEX BLANCO K9781 54-17-142 C.527,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#919@2026-08-03
ASU-107619,AC PAT FLEX AZUL K9917 54-17-143 C.700,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#944@2026-08-03
ASU-107620,AC PAT FIJA TRANSPARENTE K9912 53-18-147 C.13,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#951@2026-08-03
ASU-107621,AC PAT FIJA MARRON K9880 52-17-141 C.524,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#912@2026-08-03
ASU-107622,AC PAT FLEX LILA K9992 55-18-142 C.804,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#1032@2026-08-03
ASU-107623,AC PAT FLEX MARRON V1202 51-18-140 C.13,PRODUCTO_STOCKEABLE,Armazones,Vicrola,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#982@2026-08-03
ASU-107624,AC PAT FLEX LILA H2702 49-17-138 C.620,PRODUCTO_STOCKEABLE,Armazones,Unicity,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#1001@2026-08-03
ASU-107625,AC PAT FLEX BORDO K9993 51-18-142 C.803,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#1028@2026-08-03
ASU-107626,AC PAT FLEX LILA K9989 54-17-142 C.805,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#915@2026-08-03
ASU-107627,AC PAT FIJA LILA K9942 55-17-142 C.804,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#916@2026-08-03
ASU-107628,AC PAT FIJA NEGRO 25182 56-18-148 C.01,PRODUCTO_STOCKEABLE,Armazones,Graffiti,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#1054@2026-08-03
ASU-107629,AC PAT FLEX MARRON H9783 54-16-140 C.529,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#910@2026-08-03
ASU-107631,AC PAT FLEX MARRON K9992 55-1-142 C.801,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#1029@2026-08-03
ASU-107632,AC PAT FLEX NEGRO K9993 51-18-142 C.811,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#1026@2026-08-03
ASU-107633,AC PAT FLEX BLANCO K9984 54-18-142 C.821,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#917@2026-08-03
ASU-107634,AC PAT FLEX TRANSPARENTE H2702 49-17-138 C.312,PRODUCTO_STOCKEABLE,Armazones,Unicity,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#1007@2026-08-03
ASU-107635,AC PAT FLEX AZUL V1317 48-21-145 C.700,PRODUCTO_STOCKEABLE,Armazones,Vicrola,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#976@2026-08-03
ASU-107636,AC PAT FLEX MARRON K9994 56-16-142 C.801,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#1015@2026-08-03
ASU-107637,AC PAT FIJA AZUL K9880 52-17-141 C.607,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#914@2026-08-03
ASU-107638,AC PAT FLEX ANIMAL PRINT LE2038 53-16-142 C.3,PRODUCTO_STOCKEABLE,Armazones,Graffiti,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#37@2026-08-03
ASU-107639,AC PAT FLEX MARRON K9995 53-18-142 C.801,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#1013@2026-08-03
ASU-107640,AC PAT FLEX MARRON V1346 55-16-142 C.520,PRODUCTO_STOCKEABLE,Armazones,Vicrola,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#954@2026-08-03
ASU-107641,AC PAT FIJA GRIS 25182 56-18-148 C.03,PRODUCTO_STOCKEABLE,Armazones,Graffiti,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#31@2026-08-03
ASU-107642,AC PAT FLEX NEGRO K9780 53-18-145 C.502,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#862@2026-08-03
ASU-107644,AC PAT FLEX TRANSPARENTE H3754 52-19-140 C.312,PRODUCTO_STOCKEABLE,Armazones,Unicity,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#1039@2026-08-03
ASU-107645,AC PAT FLEX BORDO K9992 55-18-142 C.803,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#1027@2026-08-03
ASU-107646,AC PAT FLEX BLANCO K9780 53-18-145 C.527,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#918@2026-08-03
ASU-107647,AC PAT FIJA DORADO V1353 54-16-147 C.22,PRODUCTO_STOCKEABLE,Armazones,Vicrola,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#961@2026-08-03
ASU-107648,AC PAT FLEX NEGRO K9790 54-18-145 C.F200,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#864@2026-08-03
ASU-107649,AC PAT FIJA GRIS G1002 54-17-140 C.1,PRODUCTO_STOCKEABLE,Armazones,Graffiti,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#32@2026-08-03
ASU-107652,AC PAT FIJA MARRON V1316 50-23-150 C.13,PRODUCTO_STOCKEABLE,Armazones,Vicrola,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#986@2026-08-03
ASU-107653,AC PAT FLEX NEGRO K9992 55-18-142 C.811,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#1025@2026-08-03
ASU-107654,AC PAT FLEX MARRON K9996 53-20-142 C.801,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#1014@2026-08-03
ASU-107655,AC PAT FLEX GRIS ACS2727 53-17-140 C.6,PRODUCTO_STOCKEABLE,Armazones,Graffiti,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#33@2026-08-03
ASU-107656,AT PAT FLEX PLATEADO H3507 55-18-140 C.623,PRODUCTO_STOCKEABLE,Armazones,Unicity,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#993@2026-08-03
ASU-107657,AC PAT FLEX MARRON V1346 55-16-142 C.529,PRODUCTO_STOCKEABLE,Armazones,Vicrola,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#963@2026-08-03
ASU-107659,AC PAT FLEX NEGRO K9781 54-17-142 C.502,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#863@2026-08-03
ASU-107660,AC PAT FLEX ROSADO V1163 53-17-145 C.24,PRODUCTO_STOCKEABLE,Armazones,Vicrola,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#987@2026-08-03
ASU-107661,AC PAT FLEX DORADO V1404 53-17-135 C.106,PRODUCTO_STOCKEABLE,Armazones,Vicrola,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#959@2026-08-03
ASU-107662,AC PAT FLEX VERDE V1192 52-18-140 C.26,PRODUCTO_STOCKEABLE,Armazones,Vicrola,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#979@2026-08-03
ASU-107663,AC PAT FLEX TRANSPARENTE H2962 49-16-135 C.612,PRODUCTO_STOCKEABLE,Armazones,Unicity,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#1008@2026-08-03
ASU-107664,AT PAT FLEX PLATEADO H3507 55-18-140 C.613,PRODUCTO_STOCKEABLE,Armazones,Unicity,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#994@2026-08-03
ASU-107666,AC PAT FLEX NEGRO K9824 53-16-135 C.813,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#865@2026-08-03
ASU-107667,AC PAT FLEX NEGRO KAS3081 54-17-143 C.1,PRODUCTO_STOCKEABLE,Armazones,Graffiti,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#1043@2026-08-03
ASU-107668,AC PAT FLEX DORADO K9996 53-20-142 C.818,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#1024@2026-08-03
ASU-107669,AC PAT FLEX TRANSPARENTE H3754 52-19-140 C.312,PRODUCTO_STOCKEABLE,Armazones,Unicity,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#1040@2026-08-03
ASU-107670,AC PAT FLEX AZUL K9956 48-23-145 C.809,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#940@2026-08-03
ASU-107671,AT PAT FLEX PLATEADO H3507 55-18-140 C.601,PRODUCTO_STOCKEABLE,Armazones,Unicity,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#992@2026-08-03
ASU-107673,AC PAT FLEX VERDE V1317 48-21-145 C.26,PRODUCTO_STOCKEABLE,Armazones,Vicrola,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#977@2026-08-03
ASU-107674,AC PAT FLEX NEGRO K9984 54-18-142 C.813,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#873@2026-08-03
ASU-107675,AC PAT FLEX NEGRO K9956 48-23-145 C.811,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#922@2026-08-03
ASU-107676,AC PAT FLEX MARRON H3439 54-20-145 C.305,PRODUCTO_STOCKEABLE,Armazones,Unicity,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#1004@2026-08-03
ASU-107677,AC PAT FLEX AZUL K9994 56-16-142 C.809,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#1022@2026-08-03
ASU-107678,AC PAT FLEX BORDO V1390 55-17-142 C.126,PRODUCTO_STOCKEABLE,Armazones,Vicrola,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#974@2026-08-03
ASU-107679,AC PAT FLEX MARRON H2962 49-16-135 C.617,PRODUCTO_STOCKEABLE,Armazones,Unicity,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#1003@2026-08-03
ASU-107680,AC PAT FLEX MARRON H3439 54-20-145 C.326,PRODUCTO_STOCKEABLE,Armazones,Unicity,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#1005@2026-08-03
ASU-107681,AC PAT FLEX ROSA H2702 49-17-138 C.605,PRODUCTO_STOCKEABLE,Armazones,Unicity,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#1006@2026-08-03
ASU-107682,AC PAT FLEX DORADO K9789 55-18-144 C.500,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#888@2026-08-03
ASU-107684,AC PAT FLEX NEGRO H3660 55-18-145 C.311,PRODUCTO_STOCKEABLE,Armazones,Unicity,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#996@2026-08-03
ASU-107686,AC PAT FLEX ROJO K9997 54-19-142 C.803,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#1020@2026-08-03
ASU-107689,AC PAT FIJA NEGRO V1316 50-23-150 C.800,PRODUCTO_STOCKEABLE,Armazones,Vicrola,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#970@2026-08-03
ASU-107690,AC PAT FLEX MARRON K9917 54-17-143 C.13,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#931@2026-08-03
ASU-107691,AC PAT FLEX GRIS HG7086 62-18-155 C.3,PRODUCTO_STOCKEABLE,Armazones,Graffiti,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#1044@2026-08-03
ASU-107692,AC PAT FLEX PLATEADO 25068 53-16-140 C.7,PRODUCTO_STOCKEABLE,Armazones,Graffiti,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#1049@2026-08-03
ASU-107693,AC PAT FLEX CELESTE V1256 52-17-140 C.700,PRODUCTO_STOCKEABLE,Armazones,Vicrola,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#989@2026-08-03
ASU-107694,AC PAT FLEX GRIS V1368 55-16-140 C.824,PRODUCTO_STOCKEABLE,Armazones,Vicrola,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#971@2026-08-03
ASU-107695,AC PAT FLEX GRIS H3660 55-18-145 C.316,PRODUCTO_STOCKEABLE,Armazones,Unicity,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#999@2026-08-03
ASU-107696,AC PAT FLEX MARRON K9775 53-17-140 C.528,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#933@2026-08-03
ASU-107697,AC PAT FLEX AZUL GRA3099 55-16-143 C.5,PRODUCTO_STOCKEABLE,Armazones,Graffiti,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#1045@2026-08-03
ASU-107698,AC PAT FLEX GRIS H3754 52-19-140 C.317,PRODUCTO_STOCKEABLE,Armazones,Unicity,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#1037@2026-08-03
ASU-107699,AC PAT FIJA MARRON K9839 54-16-143 C.13,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#935@2026-08-03
ASU-107700,AC PAT FLEX MARRON K9917 54-17-143 C.800,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#932@2026-08-03
ASU-107701,AC PAT FLEX MARRON K9824 53-16-135 C.825,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#908@2026-08-03
ASU-107702,AC PAT FLEX NEGRO V1267 53-18-142 C.F207,PRODUCTO_STOCKEABLE,Armazones,Vicrola,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#964@2026-08-03
ASU-107703,AC PAT FLEX VERDE V1179 50-17-140 C.24,PRODUCTO_STOCKEABLE,Armazones,Vicrola,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#980@2026-08-03
ASU-107705,AC PAT FIJA VERDE 25182 56-18-148 C.04,PRODUCTO_STOCKEABLE,Armazones,Graffiti,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#40@2026-08-03
ASU-107706,AC PAT FLEX NEGRO H2963 49-16-135 C.611,PRODUCTO_STOCKEABLE,Armazones,Unicity,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#995@2026-08-03
ASU-107708,AC PAT FLEX DORADO K9786 55-16-140 C.529,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#886@2026-08-03
ASU-107710,AC PAT FLEX NEGRO K9997 54-19-142 C.813,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#1012@2026-08-03
ASU-107711,AC PAT FLEX DORADO 25064 50-17-138 C.1,PRODUCTO_STOCKEABLE,Armazones,Graffiti,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#1051@2026-08-03
ASU-107712,AC PAT FLEX AZUL K9997 54-19-142 C.809,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: ASUNCION=PC - Inventario.xlsx#1021@2026-08-03
